id,cargoType,cargoDescription,originSido,originSigungu,destinationSido,destinationSigungu,weightTon,offeredFareKrw,loadingAt,unloadingAt,status
freight-336,REFRIGERATED,과일-12,대구광역시,달서구,경상북도,포항시,2.5,280000,2026-08-18T10:00:00+09:00,2026-08-18T12:00:00+09:00,PENDING
freight-337,GENERAL,택배상자-12,경상남도,창원시,부산광역시,강서구,4.5,270000,2026-08-19T11:00:00+09:00,2026-08-19T14:00:00+09:00,PENDING
freight-338,FROZEN,냉동만두-12,강원특별자치도,원주시,서울특별시,강남구,3,420000,2026-08-20T12:00:00+09:00,2026-08-20T16:00:00+09:00,PENDING
freight-339,CONSTRUCTION,시멘트-12,충청북도,청주시,세종특별자치시,세종시,10.5,160000,2026-08-21T13:00:00+09:00,2026-08-21T18:00:00+09:00,PENDING
freight-340,GENERAL,식자재상자-12,충청남도,천안시,서울특별시,송파구,3.5,260000,2026-08-22T14:00:00+09:00,2026-08-22T20:00:00+09:00,PENDING
freight-341,HAZARDOUS,산업용용제-12,인천광역시,중구,울산광역시,남구,8.5,620000,2026-08-13T04:00:00+09:00,2026-08-13T11:00:00+09:00,PENDING
freight-342,GENERAL,가구-12,전라북도,전주시,대전광역시,유성구,4.5,280000,2026-08-14T05:00:00+09:00,2026-08-14T13:00:00+09:00,PENDING
freight-343,GENERAL,농산물상자-12,광주광역시,광산구,전라남도,여수시,5.5,320000,2026-08-15T06:00:00+09:00,2026-08-15T15:00:00+09:00,PENDING
freight-344,GENERAL,포장재-12,전라남도,순천시,광주광역시,북구,2.5,290000,2026-08-16T07:00:00+09:00,2026-08-16T09:00:00+09:00,PENDING
freight-345,GENERAL,가전제품-12,경상북도,구미시,대구광역시,북구,3.5,280000,2026-08-17T08:00:00+09:00,2026-08-17T11:00:00+09:00,PENDING
freight-346,GENERAL,정밀부품-12,세종특별자치시,세종시,충청남도,아산시,3,160000,2026-08-18T09:00:00+09:00,2026-08-18T13:00:00+09:00,PENDING
freight-347,REFRIGERATED,냉장육-12,부산광역시,사상구,경상남도,김해시,2.5,200000,2026-08-19T10:00:00+09:00,2026-08-19T15:00:00+09:00,PENDING
freight-348,GENERAL,의류-12,경기도,고양시,서울특별시,마포구,2,170000,2026-08-20T11:00:00+09:00,2026-08-20T17:00:00+09:00,PENDING
freight-349,REFRIGERATED,신선식품-13,서울특별시,송파구,부산광역시,강서구,4.5,720000,2026-08-21T13:00:00+09:00,2026-08-21T20:00:00+09:00,PENDING
freight-350,GENERAL,생활용품-13,서울특별시,송파구,부산광역시,강서구,4.5,730000,2026-08-22T14:00:00+09:00,2026-08-22T22:00:00+09:00,PENDING
freight-351,GENERAL,전자부품-13,서울특별시,강동구,부산광역시,강서구,3.5,780000,2026-08-13T04:00:00+09:00,2026-08-13T13:00:00+09:00,PENDING
freight-352,FROZEN,냉동수산물-13,서울특별시,강남구,부산광역시,해운대구,3.5,520000,2026-08-14T05:00:00+09:00,2026-08-14T07:00:00+09:00,PENDING
freight-353,GENERAL,포장박스-13,서울특별시,마포구,인천광역시,부평구,0.5,120000,2026-08-15T06:00:00+09:00,2026-08-15T09:00:00+09:00,PENDING
freight-354,GENERAL,기계부품-13,경기도,수원시,서울특별시,송파구,2,300000,2026-08-16T07:00:00+09:00,2026-08-16T11:00:00+09:00,PENDING
freight-355,CONSTRUCTION,철근-13,경기도,화성시,충청남도,당진시,10.5,300000,2026-08-17T08:00:00+09:00,2026-08-17T13:00:00+09:00,PENDING
freight-356,GENERAL,공산품-13,인천광역시,서구,대전광역시,유성구,3,380000,2026-08-18T09:00:00+09:00,2026-08-18T15:00:00+09:00,PENDING
freight-357,REFRIGERATED,신선채소-13,경기도,평택시,부산광역시,사상구,4.5,700000,2026-08-19T10:00:00+09:00,2026-08-19T17:00:00+09:00,PENDING
freight-358,GENERAL,자동차부품-13,대전광역시,유성구,경기도,수원시,3.5,480000,2026-08-20T11:00:00+09:00,2026-08-20T19:00:00+09:00,PENDING
freight-359,GENERAL,산업자재-13,울산광역시,남구,대구광역시,달서구,2.5,200000,2026-08-21T12:00:00+09:00,2026-08-21T21:00:00+09:00,PENDING
freight-360,REFRIGERATED,과일-13,대구광역시,달서구,경상북도,포항시,1.5,220000,2026-08-22T13:00:00+09:00,2026-08-22T15:00:00+09:00,PENDING
freight-361,GENERAL,택배상자-13,경상남도,창원시,부산광역시,강서구,3.5,220000,2026-08-13T14:00:00+09:00,2026-08-13T17:00:00+09:00,PENDING
freight-362,FROZEN,냉동만두-13,강원특별자치도,원주시,서울특별시,강남구,2,340000,2026-08-14T04:00:00+09:00,2026-08-14T08:00:00+09:00,PENDING
freight-363,CONSTRUCTION,시멘트-13,충청북도,청주시,세종특별자치시,세종시,9.5,230000,2026-08-15T05:00:00+09:00,2026-08-15T10:00:00+09:00,PENDING
freight-364,GENERAL,식자재상자-13,충청남도,천안시,서울특별시,송파구,2.5,360000,2026-08-16T06:00:00+09:00,2026-08-16T12:00:00+09:00,PENDING
freight-365,HAZARDOUS,산업용용제-13,인천광역시,중구,울산광역시,남구,7.5,850000,2026-08-17T07:00:00+09:00,2026-08-17T14:00:00+09:00,PENDING
freight-366,GENERAL,가구-13,전라북도,전주시,대전광역시,유성구,3.5,200000,2026-08-18T08:00:00+09:00,2026-08-18T16:00:00+09:00,PENDING
freight-367,GENERAL,농산물상자-13,광주광역시,광산구,전라남도,여수시,4.5,250000,2026-08-19T09:00:00+09:00,2026-08-19T18:00:00+09:00,PENDING
freight-368,GENERAL,포장재-13,전라남도,순천시,광주광역시,북구,1.5,230000,2026-08-20T10:00:00+09:00,2026-08-20T12:00:00+09:00,PENDING
freight-369,GENERAL,가전제품-13,경상북도,구미시,대구광역시,북구,2.5,230000,2026-08-21T11:00:00+09:00,2026-08-21T14:00:00+09:00,PENDING
freight-370,GENERAL,정밀부품-13,세종특별자치시,세종시,충청남도,아산시,2,230000,2026-08-22T12:00:00+09:00,2026-08-22T16:00:00+09:00,PENDING
freight-371,REFRIGERATED,냉장육-13,부산광역시,사상구,경상남도,김해시,1.5,270000,2026-08-13T13:00:00+09:00,2026-08-13T18:00:00+09:00,PENDING
freight-372,GENERAL,의류-13,경기도,고양시,서울특별시,마포구,1,240000,2026-08-14T14:00:00+09:00,2026-08-14T20:00:00+09:00,PENDING
freight-373,REFRIGERATED,신선식품-14,서울특별시,송파구,부산광역시,강서구,5,560000,2026-08-15T05:00:00+09:00,2026-08-15T12:00:00+09:00,PENDING
freight-374,GENERAL,생활용품-14,서울특별시,송파구,부산광역시,강서구,5,580000,2026-08-16T06:00:00+09:00,2026-08-16T14:00:00+09:00,PENDING
freight-375,GENERAL,전자부품-14,서울특별시,강동구,부산광역시,강서구,4,620000,2026-08-17T07:00:00+09:00,2026-08-17T16:00:00+09:00,PENDING
freight-376,FROZEN,냉동수산물-14,서울특별시,강남구,부산광역시,해운대구,4,760000,2026-08-18T08:00:00+09:00,2026-08-18T10:00:00+09:00,PENDING
freight-377,GENERAL,포장박스-14,서울특별시,마포구,인천광역시,부평구,1,170000,2026-08-19T09:00:00+09:00,2026-08-19T12:00:00+09:00,PENDING
freight-378,GENERAL,기계부품-14,경기도,수원시,서울특별시,송파구,2.5,410000,2026-08-20T10:00:00+09:00,2026-08-20T14:00:00+09:00,PENDING
freight-379,CONSTRUCTION,철근-14,경기도,화성시,충청남도,당진시,11,220000,2026-08-21T11:00:00+09:00,2026-08-21T16:00:00+09:00,PENDING
freight-380,GENERAL,공산품-14,인천광역시,서구,대전광역시,유성구,3.5,300000,2026-08-22T12:00:00+09:00,2026-08-22T18:00:00+09:00,PENDING
freight-381,REFRIGERATED,신선채소-14,경기도,평택시,부산광역시,사상구,5,560000,2026-08-13T13:00:00+09:00,2026-08-13T20:00:00+09:00,PENDING
freight-382,GENERAL,자동차부품-14,대전광역시,유성구,경기도,수원시,4,390000,2026-08-14T14:00:00+09:00,2026-08-14T22:00:00+09:00,PENDING
freight-383,GENERAL,산업자재-14,울산광역시,남구,대구광역시,달서구,3,300000,2026-08-15T04:00:00+09:00,2026-08-15T13:00:00+09:00,PENDING
freight-384,REFRIGERATED,과일-14,대구광역시,달서구,경상북도,포항시,2,300000,2026-08-16T05:00:00+09:00,2026-08-16T07:00:00+09:00,PENDING
freight-385,GENERAL,택배상자-14,경상남도,창원시,부산광역시,강서구,4,300000,2026-08-17T06:00:00+09:00,2026-08-17T09:00:00+09:00,PENDING
freight-386,FROZEN,냉동만두-14,강원특별자치도,원주시,서울특별시,강남구,2.5,240000,2026-08-18T07:00:00+09:00,2026-08-18T11:00:00+09:00,PENDING
freight-387,CONSTRUCTION,시멘트-14,충청북도,청주시,세종특별자치시,세종시,10,180000,2026-08-19T08:00:00+09:00,2026-08-19T13:00:00+09:00,PENDING
freight-388,GENERAL,식자재상자-14,충청남도,천안시,서울특별시,송파구,3,280000,2026-08-20T09:00:00+09:00,2026-08-20T15:00:00+09:00,PENDING
freight-389,HAZARDOUS,산업용용제-14,인천광역시,중구,울산광역시,남구,8,680000,2026-08-21T10:00:00+09:00,2026-08-21T17:00:00+09:00,PENDING
freight-390,GENERAL,가구-14,전라북도,전주시,대전광역시,유성구,4,300000,2026-08-22T11:00:00+09:00,2026-08-22T19:00:00+09:00,PENDING
freight-391,GENERAL,농산물상자-14,광주광역시,광산구,전라남도,여수시,5,350000,2026-08-13T12:00:00+09:00,2026-08-13T21:00:00+09:00,PENDING
freight-392,GENERAL,포장재-14,전라남도,순천시,광주광역시,북구,2,320000,2026-08-14T13:00:00+09:00,2026-08-14T15:00:00+09:00,PENDING
freight-393,GENERAL,가전제품-14,경상북도,구미시,대구광역시,북구,3,160000,2026-08-15T14:00:00+09:00,2026-08-15T17:00:00+09:00,PENDING
freight-394,GENERAL,정밀부품-14,세종특별자치시,세종시,충청남도,아산시,2.5,180000,2026-08-16T04:00:00+09:00,2026-08-16T08:00:00+09:00,PENDING
freight-395,REFRIGERATED,냉장육-14,부산광역시,사상구,경상남도,김해시,2,220000,2026-08-17T05:00:00+09:00,2026-08-17T10:00:00+09:00,PENDING
freight-396,GENERAL,의류-14,경기도,고양시,서울특별시,마포구,1.5,190000,2026-08-18T06:00:00+09:00,2026-08-18T12:00:00+09:00,PENDING
freight-397,REFRIGERATED,신선식품-15,서울특별시,송파구,부산광역시,강서구,5.5,780000,2026-08-19T08:00:00+09:00,2026-08-19T15:00:00+09:00,PENDING
freight-398,GENERAL,생활용품-15,서울특별시,송파구,부산광역시,강서구,5.5,800000,2026-08-20T09:00:00+09:00,2026-08-20T17:00:00+09:00,PENDING
freight-399,GENERAL,전자부품-15,서울특별시,강동구,부산광역시,강서구,4.5,450000,2026-08-21T10:00:00+09:00,2026-08-21T19:00:00+09:00,PENDING
freight-400,FROZEN,냉동수산물-15,서울특별시,강남구,부산광역시,해운대구,4.5,590000,2026-08-22T11:00:00+09:00,2026-08-22T13:00:00+09:00,PENDING
freight-401,GENERAL,포장박스-15,서울특별시,마포구,인천광역시,부평구,1.5,140000,2026-08-13T12:00:00+09:00,2026-08-13T15:00:00+09:00,PENDING
freight-402,GENERAL,기계부품-15,경기도,수원시,서울특별시,송파구,3,330000,2026-08-14T13:00:00+09:00,2026-08-14T17:00:00+09:00,PENDING
freight-403,CONSTRUCTION,철근-15,경기도,화성시,충청남도,당진시,11.5,320000,2026-08-15T14:00:00+09:00,2026-08-15T19:00:00+09:00,PENDING
freight-404,GENERAL,공산품-15,인천광역시,서구,대전광역시,유성구,4,410000,2026-08-16T04:00:00+09:00,2026-08-16T10:00:00+09:00,PENDING
freight-405,REFRIGERATED,신선채소-15,경기도,평택시,부산광역시,사상구,5.5,770000,2026-08-17T05:00:00+09:00,2026-08-17T12:00:00+09:00,PENDING
freight-406,GENERAL,자동차부품-15,대전광역시,유성구,경기도,수원시,4.5,280000,2026-08-18T06:00:00+09:00,2026-08-18T14:00:00+09:00,PENDING
freight-407,GENERAL,산업자재-15,울산광역시,남구,대구광역시,달서구,3.5,230000,2026-08-19T07:00:00+09:00,2026-08-19T16:00:00+09:00,PENDING
freight-408,REFRIGERATED,과일-15,대구광역시,달서구,경상북도,포항시,2.5,240000,2026-08-20T08:00:00+09:00,2026-08-20T10:00:00+09:00,PENDING
freight-409,GENERAL,택배상자-15,경상남도,창원시,부산광역시,강서구,4.5,240000,2026-08-21T09:00:00+09:00,2026-08-21T12:00:00+09:00,PENDING
freight-410,FROZEN,냉동만두-15,강원특별자치도,원주시,서울특별시,강남구,3,360000,2026-08-22T10:00:00+09:00,2026-08-22T14:00:00+09:00,PENDING
freight-411,CONSTRUCTION,시멘트-15,충청북도,청주시,세종특별자치시,세종시,10.5,250000,2026-08-13T11:00:00+09:00,2026-08-13T16:00:00+09:00,PENDING
freight-412,GENERAL,식자재상자-15,충청남도,천안시,서울특별시,송파구,3.5,390000,2026-08-14T12:00:00+09:00,2026-08-14T18:00:00+09:00,PENDING
freight-413,HAZARDOUS,산업용용제-15,인천광역시,중구,울산광역시,남구,8.5,490000,2026-08-15T13:00:00+09:00,2026-08-15T20:00:00+09:00,PENDING
freight-414,GENERAL,가구-15,전라북도,전주시,대전광역시,유성구,4.5,230000,2026-08-16T14:00:00+09:00,2026-08-16T22:00:00+09:00,PENDING
freight-415,GENERAL,농산물상자-15,광주광역시,광산구,전라남도,여수시,5.5,280000,2026-08-17T04:00:00+09:00,2026-08-17T13:00:00+09:00,PENDING
freight-416,GENERAL,포장재-15,전라남도,순천시,광주광역시,북구,2.5,250000,2026-08-18T05:00:00+09:00,2026-08-18T07:00:00+09:00,PENDING
freight-417,GENERAL,가전제품-15,경상북도,구미시,대구광역시,북구,3.5,240000,2026-08-19T06:00:00+09:00,2026-08-19T09:00:00+09:00,PENDING
freight-418,GENERAL,정밀부품-15,세종특별자치시,세종시,충청남도,아산시,3,250000,2026-08-20T07:00:00+09:00,2026-08-20T11:00:00+09:00,PENDING
freight-419,REFRIGERATED,냉장육-15,부산광역시,사상구,경상남도,김해시,2.5,300000,2026-08-21T08:00:00+09:00,2026-08-21T13:00:00+09:00,PENDING
freight-420,GENERAL,의류-15,경기도,고양시,서울특별시,마포구,2,140000,2026-08-22T09:00:00+09:00,2026-08-22T15:00:00+09:00,PENDING
freight-421,REFRIGERATED,신선식품-16,서울특별시,송파구,부산광역시,강서구,4.5,620000,2026-08-13T11:00:00+09:00,2026-08-13T18:00:00+09:00,PENDING
freight-422,GENERAL,생활용품-16,서울특별시,송파구,부산광역시,강서구,4.5,640000,2026-08-14T12:00:00+09:00,2026-08-14T20:00:00+09:00,PENDING
freight-423,GENERAL,전자부품-16,서울특별시,강동구,부산광역시,강서구,3.5,660000,2026-08-15T13:00:00+09:00,2026-08-15T22:00:00+09:00,PENDING
freight-424,FROZEN,냉동수산물-16,서울특별시,강남구,부산광역시,해운대구,3.5,820000,2026-08-16T14:00:00+09:00,2026-08-16T16:00:00+09:00,PENDING
freight-425,GENERAL,포장박스-16,서울특별시,마포구,인천광역시,부평구,0.5,190000,2026-08-17T04:00:00+09:00,2026-08-17T07:00:00+09:00,PENDING
freight-426,GENERAL,기계부품-16,경기도,수원시,서울특별시,송파구,2,240000,2026-08-18T05:00:00+09:00,2026-08-18T09:00:00+09:00,PENDING
freight-427,CONSTRUCTION,철근-16,경기도,화성시,충청남도,당진시,10.5,250000,2026-08-19T06:00:00+09:00,2026-08-19T11:00:00+09:00,PENDING
freight-428,GENERAL,공산품-16,인천광역시,서구,대전광역시,유성구,3,330000,2026-08-20T07:00:00+09:00,2026-08-20T13:00:00+09:00,PENDING
freight-429,REFRIGERATED,신선채소-16,경기도,평택시,부산광역시,사상구,4.5,610000,2026-08-21T08:00:00+09:00,2026-08-21T15:00:00+09:00,PENDING
freight-430,GENERAL,자동차부품-16,대전광역시,유성구,경기도,수원시,3.5,410000,2026-08-22T09:00:00+09:00,2026-08-22T17:00:00+09:00,PENDING
freight-431,GENERAL,산업자재-16,울산광역시,남구,대구광역시,달서구,2.5,320000,2026-08-13T10:00:00+09:00,2026-08-13T19:00:00+09:00,PENDING
freight-432,REFRIGERATED,과일-16,대구광역시,달서구,경상북도,포항시,1.5,330000,2026-08-14T11:00:00+09:00,2026-08-14T13:00:00+09:00,PENDING
freight-433,GENERAL,택배상자-16,경상남도,창원시,부산광역시,강서구,3.5,170000,2026-08-15T12:00:00+09:00,2026-08-15T15:00:00+09:00,PENDING
freight-434,FROZEN,냉동만두-16,강원특별자치도,원주시,서울특별시,강남구,2,280000,2026-08-16T13:00:00+09:00,2026-08-16T17:00:00+09:00,PENDING
freight-435,CONSTRUCTION,시멘트-16,충청북도,청주시,세종특별자치시,세종시,9.5,200000,2026-08-17T14:00:00+09:00,2026-08-17T19:00:00+09:00,PENDING
freight-436,GENERAL,식자재상자-16,충청남도,천안시,서울특별시,송파구,2.5,310000,2026-08-18T04:00:00+09:00,2026-08-18T10:00:00+09:00,PENDING
freight-437,HAZARDOUS,산업용용제-16,인천광역시,중구,울산광역시,남구,7.5,720000,2026-08-19T05:00:00+09:00,2026-08-19T12:00:00+09:00,PENDING
freight-438,GENERAL,가구-16,전라북도,전주시,대전광역시,유성구,3.5,320000,2026-08-20T06:00:00+09:00,2026-08-20T14:00:00+09:00,PENDING
freight-439,GENERAL,농산물상자-16,광주광역시,광산구,전라남도,여수시,4.5,380000,2026-08-21T07:00:00+09:00,2026-08-21T16:00:00+09:00,PENDING
freight-440,GENERAL,포장재-16,전라남도,순천시,광주광역시,북구,1.5,180000,2026-08-22T08:00:00+09:00,2026-08-22T10:00:00+09:00,PENDING
freight-441,GENERAL,가전제품-16,경상북도,구미시,대구광역시,북구,2.5,190000,2026-08-13T09:00:00+09:00,2026-08-13T12:00:00+09:00,PENDING
freight-442,GENERAL,정밀부품-16,세종특별자치시,세종시,충청남도,아산시,2,200000,2026-08-14T10:00:00+09:00,2026-08-14T14:00:00+09:00,PENDING
freight-443,REFRIGERATED,냉장육-16,부산광역시,사상구,경상남도,김해시,1.5,240000,2026-08-15T11:00:00+09:00,2026-08-15T16:00:00+09:00,PENDING
freight-444,GENERAL,의류-16,경기도,고양시,서울특별시,마포구,1,200000,2026-08-16T12:00:00+09:00,2026-08-16T18:00:00+09:00,PENDING
freight-445,REFRIGERATED,신선식품-17,서울특별시,송파구,부산광역시,강서구,5,850000,2026-08-17T14:00:00+09:00,2026-08-17T21:00:00+09:00,PENDING
freight-446,GENERAL,생활용품-17,서울특별시,송파구,부산광역시,강서구,5,460000,2026-08-18T04:00:00+09:00,2026-08-18T12:00:00+09:00,PENDING
freight-447,GENERAL,전자부품-17,서울특별시,강동구,부산광역시,강서구,4,510000,2026-08-19T05:00:00+09:00,2026-08-19T14:00:00+09:00,PENDING
freight-448,FROZEN,냉동수산물-17,서울특별시,강남구,부산광역시,해운대구,4,650000,2026-08-20T06:00:00+09:00,2026-08-20T08:00:00+09:00,PENDING
freight-449,GENERAL,포장박스-17,서울특별시,마포구,인천광역시,부평구,1,150000,2026-08-21T07:00:00+09:00,2026-08-21T10:00:00+09:00,PENDING
freight-450,GENERAL,기계부품-17,경기도,수원시,서울특별시,송파구,2.5,350000,2026-08-22T08:00:00+09:00,2026-08-22T12:00:00+09:00,PENDING
freight-451,CONSTRUCTION,철근-17,경기도,화성시,충청남도,당진시,11,350000,2026-08-13T09:00:00+09:00,2026-08-13T14:00:00+09:00,PENDING
freight-452,GENERAL,공산품-17,인천광역시,서구,대전광역시,유성구,3.5,450000,2026-08-14T10:00:00+09:00,2026-08-14T16:00:00+09:00,PENDING
freight-453,REFRIGERATED,신선채소-17,경기도,평택시,부산광역시,사상구,5,440000,2026-08-15T11:00:00+09:00,2026-08-15T18:00:00+09:00,PENDING
freight-454,GENERAL,자동차부품-17,대전광역시,유성구,경기도,수원시,4,320000,2026-08-16T12:00:00+09:00,2026-08-16T20:00:00+09:00,PENDING
freight-455,GENERAL,산업자재-17,울산광역시,남구,대구광역시,달서구,3,260000,2026-08-17T13:00:00+09:00,2026-08-17T22:00:00+09:00,PENDING
freight-456,REFRIGERATED,과일-17,대구광역시,달서구,경상북도,포항시,2,260000,2026-08-18T14:00:00+09:00,2026-08-18T16:00:00+09:00,PENDING
freight-457,GENERAL,택배상자-17,경상남도,창원시,부산광역시,강서구,4,250000,2026-08-19T04:00:00+09:00,2026-08-19T07:00:00+09:00,PENDING
freight-458,FROZEN,냉동만두-17,강원특별자치도,원주시,서울특별시,강남구,2.5,390000,2026-08-20T05:00:00+09:00,2026-08-20T09:00:00+09:00,PENDING
freight-459,CONSTRUCTION,시멘트-17,충청북도,청주시,세종특별자치시,세종시,10,270000,2026-08-21T06:00:00+09:00,2026-08-21T11:00:00+09:00,PENDING
freight-460,GENERAL,식자재상자-17,충청남도,천안시,서울특별시,송파구,3,220000,2026-08-22T07:00:00+09:00,2026-08-22T13:00:00+09:00,PENDING
freight-461,HAZARDOUS,산업용용제-17,인천광역시,중구,울산광역시,남구,8,560000,2026-08-13T08:00:00+09:00,2026-08-13T15:00:00+09:00,PENDING
freight-462,GENERAL,가구-17,전라북도,전주시,대전광역시,유성구,4,260000,2026-08-14T09:00:00+09:00,2026-08-14T17:00:00+09:00,PENDING
freight-463,GENERAL,농산물상자-17,광주광역시,광산구,전라남도,여수시,5,300000,2026-08-15T10:00:00+09:00,2026-08-15T19:00:00+09:00,PENDING
freight-464,GENERAL,포장재-17,전라남도,순천시,광주광역시,북구,2,270000,2026-08-16T11:00:00+09:00,2026-08-16T13:00:00+09:00,PENDING
freight-465,GENERAL,가전제품-17,경상북도,구미시,대구광역시,북구,3,260000,2026-08-17T12:00:00+09:00,2026-08-17T15:00:00+09:00,PENDING
freight-466,GENERAL,정밀부품-17,세종특별자치시,세종시,충청남도,아산시,2.5,270000,2026-08-18T13:00:00+09:00,2026-08-18T17:00:00+09:00,PENDING
freight-467,REFRIGERATED,냉장육-17,부산광역시,사상구,경상남도,김해시,2,170000,2026-08-19T14:00:00+09:00,2026-08-19T19:00:00+09:00,PENDING
freight-468,GENERAL,의류-17,경기도,고양시,서울특별시,마포구,1.5,160000,2026-08-20T04:00:00+09:00,2026-08-20T10:00:00+09:00,PENDING
freight-469,REFRIGERATED,신선식품-18,서울특별시,송파구,부산광역시,강서구,5.5,680000,2026-08-21T06:00:00+09:00,2026-08-21T13:00:00+09:00,PENDING
freight-470,GENERAL,생활용품-18,서울특별시,송파구,부산광역시,강서구,5.5,680000,2026-08-22T07:00:00+09:00,2026-08-22T15:00:00+09:00,PENDING
freight-471,GENERAL,전자부품-18,서울특별시,강동구,부산광역시,강서구,4.5,710000,2026-08-13T08:00:00+09:00,2026-08-13T17:00:00+09:00,PENDING
freight-472,FROZEN,냉동수산물-18,서울특별시,강남구,부산광역시,해운대구,4.5,900000,2026-08-14T09:00:00+09:00,2026-08-14T11:00:00+09:00,PENDING
freight-473,GENERAL,포장박스-18,서울특별시,마포구,인천광역시,부평구,1.5,110000,2026-08-15T10:00:00+09:00,2026-08-15T13:00:00+09:00,PENDING
freight-474,GENERAL,기계부품-18,경기도,수원시,서울특별시,송파구,3,270000,2026-08-16T11:00:00+09:00,2026-08-16T15:00:00+09:00,PENDING
freight-475,CONSTRUCTION,철근-18,경기도,화성시,충청남도,당진시,11.5,280000,2026-08-17T12:00:00+09:00,2026-08-17T17:00:00+09:00,PENDING
freight-476,GENERAL,공산품-18,인천광역시,서구,대전광역시,유성구,4,360000,2026-08-18T13:00:00+09:00,2026-08-18T19:00:00+09:00,PENDING
freight-477,REFRIGERATED,신선채소-18,경기도,평택시,부산광역시,사상구,5.5,650000,2026-08-19T14:00:00+09:00,2026-08-19T21:00:00+09:00,PENDING
freight-478,GENERAL,자동차부품-18,대전광역시,유성구,경기도,수원시,4.5,440000,2026-08-20T04:00:00+09:00,2026-08-20T12:00:00+09:00,PENDING
freight-479,GENERAL,산업자재-18,울산광역시,남구,대구광역시,달서구,3.5,350000,2026-08-21T05:00:00+09:00,2026-08-21T14:00:00+09:00,PENDING
freight-480,REFRIGERATED,과일-18,대구광역시,달서구,경상북도,포항시,2.5,190000,2026-08-22T06:00:00+09:00,2026-08-22T08:00:00+09:00,PENDING
freight-481,GENERAL,택배상자-18,경상남도,창원시,부산광역시,강서구,4.5,200000,2026-08-13T07:00:00+09:00,2026-08-13T10:00:00+09:00,PENDING
freight-482,FROZEN,냉동만두-18,강원특별자치도,원주시,서울특별시,강남구,3,310000,2026-08-14T08:00:00+09:00,2026-08-14T12:00:00+09:00,PENDING
freight-483,CONSTRUCTION,시멘트-18,충청북도,청주시,세종특별자치시,세종시,10.5,220000,2026-08-15T09:00:00+09:00,2026-08-15T14:00:00+09:00,PENDING
freight-484,GENERAL,식자재상자-18,충청남도,천안시,서울특별시,송파구,3.5,330000,2026-08-16T10:00:00+09:00,2026-08-16T16:00:00+09:00,PENDING
freight-485,HAZARDOUS,산업용용제-18,인천광역시,중구,울산광역시,남구,8.5,780000,2026-08-17T11:00:00+09:00,2026-08-17T18:00:00+09:00,PENDING
freight-486,GENERAL,가구-18,전라북도,전주시,대전광역시,유성구,4.5,350000,2026-08-18T12:00:00+09:00,2026-08-18T20:00:00+09:00,PENDING
freight-487,GENERAL,농산물상자-18,광주광역시,광산구,전라남도,여수시,5.5,220000,2026-08-19T13:00:00+09:00,2026-08-19T22:00:00+09:00,PENDING
freight-488,GENERAL,포장재-18,전라남도,순천시,광주광역시,북구,2.5,210000,2026-08-20T14:00:00+09:00,2026-08-20T16:00:00+09:00,PENDING
freight-489,GENERAL,가전제품-18,경상북도,구미시,대구광역시,북구,3.5,210000,2026-08-21T04:00:00+09:00,2026-08-21T07:00:00+09:00,PENDING
freight-490,GENERAL,정밀부품-18,세종특별자치시,세종시,충청남도,아산시,3,220000,2026-08-22T05:00:00+09:00,2026-08-22T09:00:00+09:00,PENDING
freight-491,REFRIGERATED,냉장육-18,부산광역시,사상구,경상남도,김해시,2.5,250000,2026-08-13T06:00:00+09:00,2026-08-13T11:00:00+09:00,PENDING
freight-492,GENERAL,의류-18,경기도,고양시,서울특별시,마포구,2,220000,2026-08-14T07:00:00+09:00,2026-08-14T13:00:00+09:00,PENDING
freight-493,REFRIGERATED,신선식품-19,서울특별시,송파구,부산광역시,강서구,4.5,490000,2026-08-15T09:00:00+09:00,2026-08-15T16:00:00+09:00,PENDING
freight-494,GENERAL,생활용품-19,서울특별시,송파구,부산광역시,강서구,4.5,530000,2026-08-16T10:00:00+09:00,2026-08-16T18:00:00+09:00,PENDING
freight-495,GENERAL,전자부품-19,서울특별시,강동구,부산광역시,강서구,3.5,570000,2026-08-17T11:00:00+09:00,2026-08-17T20:00:00+09:00,PENDING
freight-496,FROZEN,냉동수산물-19,서울특별시,강남구,부산광역시,해운대구,3.5,710000,2026-08-18T12:00:00+09:00,2026-08-18T14:00:00+09:00,PENDING
freight-497,GENERAL,포장박스-19,서울특별시,마포구,인천광역시,부평구,0.5,160000,2026-08-19T13:00:00+09:00,2026-08-19T16:00:00+09:00,PENDING
freight-498,GENERAL,기계부품-19,경기도,수원시,서울특별시,송파구,2,380000,2026-08-20T14:00:00+09:00,2026-08-20T18:00:00+09:00,PENDING
freight-499,CONSTRUCTION,철근-19,경기도,화성시,충청남도,당진시,10.5,380000,2026-08-21T04:00:00+09:00,2026-08-21T09:00:00+09:00,PENDING
freight-500,GENERAL,공산품-19,인천광역시,서구,대전광역시,유성구,3,260000,2026-08-22T05:00:00+09:00,2026-08-22T11:00:00+09:00,PENDING
